Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Macan,Dammam,Porsche,Automatic,Saudi,Full,2016,3.0,86000,158000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,78000,63000
Sonata,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2018,2.4,65000,64000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,24552,76500
Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,154000,23000
Suburban,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,192000,143000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,126000,64000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,18197,53000
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2010,5.3,379538,65000
Blazer,Abha,Chevrolet,Automatic,Other,Full,2005,2.0,213000,13500
Yaris,Dammam,Toyota,Automatic,Saudi,Full,2020,1.5,2100,50000
Innova,Tabouk,Toyota,Automatic,Saudi,Full,2017,2.7,139400,58000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,74000,75000
Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,174000,24000
IS,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,181000,60000
Hilux,Makkah,Toyota,Manual,Saudi,Standard,2009,1.5,25788,30000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2007,5.3,221000,30000
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2009,3.5,320000,27000
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,63000,80000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,136000,58000
Corolla,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,1.6,124000,40000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,19400,215000
LX,Hail,Lexus,Automatic,Saudi,Full,2000,5.7,460,46000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2006,3.5,300,21000
Land Cruiser Pickup,Dammam,Toyota,Manual,Gulf Arabic,Full,2016,4.0,315,85000
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59073,186500
CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.0,14501,66000
Rav4,Riyadh,Toyota,Automatic,Other,Full,2018,2.5,61000,83000
Land Cruiser Pickup,Riyadh,Nissan,Automatic,Saudi,Full,2016,4.8,44000,95000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,91355,74500
Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.5,30766,42000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,107320,130000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,5.3,146000,118000
H1,Jeddah,Hyundai,Automatic,Saudi,Standard,2015,4.0,400000,43000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2020,4.0,26000,235000
Traverse,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2020,3.6,22800,100000
Pajero,Khobar,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,264000,38000
Navara,Abha,Nissan,Manual,Saudi,Standard,2015,2.5,119000,37000
FJ,Aseer,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,200000,88000
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2018,2.5,42000,95000
Durango,Riyadh,Dodge,Automatic,Other,Semi Full,2012,5.7,315,20000
LS,Riyadh,Lexus,Automatic,Saudi,Full,2008,4.6,130000,75000
Azkarra,Qassim,Geely,Automatic,Saudi,Full,2021,1.5,20000,78000
Avalon,Taef,Toyota,Automatic,Saudi,Full,2017,3.5,180000,95000
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,176700,130000
Pathfinder,Al-Medina,Nissan,Automatic,Saudi,Semi Full,2001,2.7,546473,14000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,82011,146500
Caprice,Dammam,Chevrolet,Automatic,Saudi,Full,2013,6.0,190000,50000
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,123000,33000
GL,Riyadh,Mercedes,Automatic,Saudi,Full,2012,4.8,106000,71000
Furniture,Al-Medina,Toyota,Automatic,Saudi,Full,2008,4.0,288000,36000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,45370,49000
Yukon,Al-Ahsa,GMC,Automatic,Gulf Arabic,Semi Full,1995,5.3,275000,18000
Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2013,2.0,248000,25000
L200,Jeddah,Mitsubishi,Manual,Saudi,Standard,2020,2.5,197,71000
Datsun,Jeddah,Nissan,Manual,Saudi,Standard,2015,2.7,77000,45000
6,Qassim,Mazda,Automatic,Gulf Arabic,Standard,2016,2.0,196000,50000
City,Riyadh,Honda,Automatic,Gulf Arabic,Full,2016,4.0,51000,43000
Victoria,Taef,Ford,Automatic,Saudi,Standard,2006,4.6,320000,19500
G,Dammam,Mercedes,Automatic,Saudi,Full,2015,4.0,188000,270000
Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2017,2.4,69000,51000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,90000,27000
Marquis,Tabouk,Ford,Automatic,Other,Standard,2007,4.6,260000,18000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,73567,36500
Elantra,Hail,Hyundai,Automatic,Saudi,Standard,2017,2.0,86000,34000
S,Riyadh,Mercedes,Automatic,Other,Semi Full,2005,5.0,350000,20000
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,127000,88000
Camry,Wadi Dawasir,Toyota,Automatic,Saudi,Standard,2014,2.5,542966,22000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,19131,406500
FJ,Dammam,Toyota,Automatic,Saudi,Full,2017,4.0,265000,110000
Land Cruiser,Dammam,Toyota,Manual,Saudi,Standard,2006,4.5,86000,90000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,331000,62000
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2011,5.3,250000,40000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,20000,41000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2016,3.5,108000,79000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,50700,37000
Yaris,Tabouk,Toyota,Automatic,Saudi,Standard,2017,1.5,12500,32000
Rio,Jubail,Kia,Manual,Saudi,Standard,2011,1.4,218000,11500
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,119000,32000
Symbol,Riyadh,Renault,Automatic,Saudi,Standard,2016,1.6,173000,16000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,161796,54500
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,89685,34500
Q,Riyadh,INFINITI,Automatic,Saudi,Full,2019,3.5,5000,90500
Sierra,Khobar,GMC,Automatic,Saudi,Full,2021,8.0,2800,180000
Optima,Jeddah,Kia,Automatic,Saudi,Standard,2015,2.0,72000,43000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,4.0,107,125000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,181802,25500
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,23000,55000
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2020,2.0,14000,349000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,300000,48000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,10000,425000
Yukon,Aseer,GMC,Automatic,Saudi,Full,2001,5.3,28000,15000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,200000,42000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,73000,45000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,83000,50000
Innova,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2008,2.7,90000,20000
Prado,Hafar Al-Batin,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,130000
GS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,5.0,95000,250000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,71000,65000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,132501,245000
Ertiga,Al-Medina,Suzuki,Automatic,Saudi,Semi Full,2015,1.8,168000,22000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,320000,65000
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,112000,30000
Sorento,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2015,6.0,171000,45000
S,Aseer,Mercedes,Automatic,Saudi,Full,2008,1.0,190,65000
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2017,1.6,132700,29000
Yukon,Aseer,GMC,Automatic,Saudi,Standard,2008,5.3,235000,40000
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,58000,151000
RX5,Abha,MG,Automatic,Saudi,Full,2020,2.0,4500,65000
Optima,Riyadh,Kia,Automatic,Gulf Arabic,Full,2015,2.4,79680,49000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87537,26800
Envoy,Jeddah,GMC,Automatic,Other,Standard,2009,4.2,242000,14250
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131000,35000
Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,1.4,165000,18500
Camry,Tabouk,Toyota,Automatic,Saudi,Standard,2017,2.5,120,55000
Pilot,Dammam,Honda,Automatic,Other,Semi Full,2005,6.0,4130,15000
RX,Dammam,Lexus,Automatic,Saudi,Full,2016,3.5,121000,130000
CT6,Riyadh,Cadillac,Automatic,Saudi,Full,2018,3.6,27000,150000
Picanto,Jeddah,Kia,Manual,Saudi,Standard,2010,1.0,200000,10000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109746,34000
Hilux,Qassim,Toyota,Manual,Saudi,Standard,2008,2.7,533399,35000
Elantra,Najran,Hyundai,Manual,Saudi,Standard,2011,2.0,300000,13000
Sportage,Dammam,Kia,Automatic,Saudi,Semi Full,2018,2.0,128000,60000
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2018,5.0,44000,365000
X,Riyadh,BMW,Automatic,Other,Full,2011,3.0,290,48000
Hilux,Jeddah,Toyota,Manual,Saudi,Full,1995,2.7,900000,14000
Hilux,Arar,Toyota,Manual,Saudi,Full,2018,2.7,35000,85000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,183000,27000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,36000,45000
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,62000,55000
Patrol,Dammam,Nissan,Automatic,Saudi,Full,2014,5.6,106000,135000
Cruze,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,1.8,101000,30000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,270000,27000
F150,Qassim,Ford,Automatic,Saudi,Full,2014,3.2,200000,58000
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Full,2014,5.8,270000,60000
Sierra,Tabouk,GMC,Automatic,Saudi,Full,2015,5.3,272,70000
ES,Tabouk,Lexus,Automatic,Saudi,Full,2013,3.6,137000,90000
Land Cruiser,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.6,315,60000
Other,Al-Medina,Mitsubishi,Manual,Saudi,Standard,2006,2.5,140000,45000
C300,Dammam,Chrysler,Automatic,Other,Full,2016,3.5,83000,86000
Prado,Qassim,Toyota,Automatic,Saudi,Semi Full,2018,4.0,131000,137000
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2018,3.5,44000,96000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2019,2.0,60000,78000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,61000,38000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109000,31000
Fleetwood,Al-Ahsa,Cadillac,Automatic,Other,Full,1991,5.7,91000,65000
Camry,Al-Medina,Toyota,Automatic,Unknown,Full,2020,2.5,10616,104500
Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,68000
Escalade,Al-Medina,Cadillac,Automatic,Other,Full,2010,6.2,194000,37000
Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2018,5.3,57000,89000
Suburban,Al-Jouf,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,399,37000
Camry,Al-Baha,Toyota,Automatic,Saudi,Full,2017,2.5,31000,75000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,5.4,177078,51000
Tiggo,Riyadh,Chery,Automatic,Saudi,Standard,2021,1.5,4175,42500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2007,4.8,514,60000
Q,Jeddah,INFINITI,Automatic,Saudi,Full,2020,3.7,2000,155000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2016,2.7,220000,68000
Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2020,2.7,22000,120000
G80,Riyadh,Genesis,Automatic,Saudi,Full,2019,3.0,52000,130000
Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2010,3.5,260000,33000
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,400000,60000
Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017,2.4,117000,45000
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,111362,64500
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.0,230000,75000
Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,45000
Odyssey,Jeddah,Honda,Automatic,Saudi,Semi Full,2020,3.5,1300,165000
C,Al-Medina,Mercedes,Automatic,Saudi,Full,2017,2.5,118000,119000
GLC,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2020,2.0,7000,275000
Accent,Jeddah,Hyundai,Automatic,Saudi,Full,2020,1.6,34000,56000
Q5,Jeddah,Audi,Automatic,Saudi,Standard,2018,2.5,17000,138000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37644,27500
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,53000,113000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,136111,53500
Spark,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,1.4,58000,26000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2019,3.5,8968,81500
CS35,Dammam,Changan,Automatic,Saudi,Full,2021,1.6,2400,51000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,4900,258000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2014,1.6,155000,21000
Accord,Al-Namas,Honda,Automatic,Saudi,Standard,2012,5.0,300000,30000
Accent,Al-Jouf,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,114969,30000
Marquis,Jazan,Ford,Automatic,Other,Full,2009,4.6,274000,35500
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,120377,42000
Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,2.7,32595,105000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,190000,26000
Edge,Jubail,Ford,Automatic,Other,Semi Full,2010,3.5,187200,25000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,2.5,21367,148500
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Standard,2007,3.5,111,30000
Azkarra,Dammam,Geely,Automatic,Saudi,Full,2021,1.5,23000,75000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2017,1.3,137200,32000
Flex,Al-Ahsa,Ford,Automatic,Other,Standard,2016,3.5,183000,60000
Hilux,Hail,Toyota,Automatic,Saudi,Semi Full,2016,2.7,162500,84000
E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,114000,106000
Tahoe,Jubail,Chevrolet,Automatic,Saudi,Standard,2011,5.3,304000,50000
Tucson,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,22000,80000
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,5.3,124000,120000
Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2014,5.4,140000,36000
Hilux,Makkah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,211000,66000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,128000,32000
Veloster,Jeddah,Hyundai,Automatic,Saudi,Full,2013,2.0,149675,25000
A4,Jeddah,Audi,Automatic,Gulf Arabic,Full,2009,1.8,223000,27000
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,92000,130000
Yukon,Hail,GMC,Automatic,Saudi,Semi Full,2011,5.3,223,40000
Camry,Dammam,Toyota,Automatic,Saudi,Full,2017,2.5,135000,73000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,3.0,107154,61000
Charger,Abha,Dodge,Automatic,Saudi,Full,2013,5.7,216841,40000
Land Cruiser,Jeddah,Toyota,Manual,Saudi,Standard,2002,1.1,325605,30000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,79000,36000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,197990,30000
XJ,Jeddah,Jaguar,Automatic,Saudi,Full,2016,3.0,38000,155000
A3,Jeddah,Audi,Automatic,Saudi,Semi Full,2020,1.4,6000,105000
Acadia,Riyadh,GMC,Automatic,Gulf Arabic,Full,2012,3.6,220000,40000
Optima,Riyadh,Kia,Manual,Saudi,Standard,2015,2.4,104000,25000
Avalon,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,3.5,86000,87000
Furniture,Sakaka,Toyota,Automatic,Saudi,Full,2014,2.7,400000,50000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,2021,4.0,1519,175000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,130000,32000
Impala,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,3.5,91000,55000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,55000,123000
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Semi Full,2012,4.0,327193,75000
Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.5,156103,23000
Acadia,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,3.6,106000,75000
Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,1.6,78000,38000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,143021,30000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,1.5,39000,72000
Hilux,Tabouk,Toyota,Manual,Saudi,Standard,2011,1.4,300000,20000
Wrangler,Dammam,Jeep,Automatic,Saudi,Full,2018,3.0,70000,108000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2007,5.0,303000,36000
VTC,Dammam,Nissan,Manual,Saudi,Standard,2009,4.0,54000,42000
Taurus,Hail,Ford,Automatic,Saudi,Semi Full,2012,6.0,166000,30000
Land Cruiser Pickup,Riyadh,Nissan,Manual,Saudi,Full,2016,4.8,50000,85000
H2,Jeddah,HAVAL,Automatic,Saudi,Full,2021,1.5,2800,57000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,114154,43000
Wrangler,Dammam,Jeep,Automatic,Saudi,Full,2018,3.6,61300,165000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2015,3.5,110000,105000
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2015,4.0,259880,89000
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,107000,50000
Elantra,Makkah,Hyundai,Automatic,Saudi,Full,2021,1.7,2600,95000
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016,3.5,93000,75000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.5,71629,50000
Carnival,Dammam,Kia,Automatic,Saudi,Standard,2009,3.5,126000,20000
Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,2016,6.0,40000,620000
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2016,2.4,38000,63000
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,87300,53500
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,5.7,100000,210000
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,190000,50000
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,120,57000
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.0,17002,70500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,155000,35000
Prado,Dammam,Toyota,Automatic,Saudi,Full,2016,4.0,69900,128000
Yukon,Hafar Al-Batin,GMC,Automatic,Saudi,Semi Full,2012,5.3,410000,56600
Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,2014,5.4,184000,52000
Cadenza,Yanbu,Kia,Automatic,Saudi,Semi Full,2020,3.3,17000,95000
Datsun,Al-Medina,Nissan,Manual,Saudi,Full,2007,1.6,432000,27000
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,165407,76500
HS,Jeddah,MG,Automatic,Saudi,Full,2020,2.0,12000,80000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134000,36000
Suburban,Qurayyat,Chevrolet,Automatic,Saudi,Full,2007,5.3,300000,30000
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,2.4,144000,50000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,70568,51500
Tahoe,Al-Ahsa,Chevrolet,Automatic,Unknown,Semi Full,2008,5.3,247000,42500
Sierra,Qassim,GMC,Automatic,Saudi,Semi Full,2020,5.3,91000,135000
6,Jeddah,Mazda,Automatic,Saudi,Full,2021,2.5,14500,106000
Expedition,Makkah,Ford,Automatic,Other,Full,2003,5.4,364800,11000
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.4,138000,24000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2011,6.0,200000,46000
LX,Dammam,Lexus,Automatic,Saudi,Full,2014,5.7,150000,190000
Camry,Dammam,Toyota,Automatic,Saudi,Full,2019,2.5,97000,90000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,159000,39000
Fusion,Hail,Ford,Automatic,Saudi,Semi Full,2015,2.4,178000,30000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,108000,29000
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,21700,35000
Innova,Dammam,Toyota,Automatic,Saudi,Full,2016,2.7,101000,72000
Emgrand,Riyadh,Geely,Automatic,Saudi,Semi Full,2020,1.8,15000,60000
Seltos,Al-Medina,Kia,Automatic,Saudi,Standard,2021,1.6,1700,70000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.6,127000,41500
CT6,Jeddah,Cadillac,Automatic,Saudi,Full,2017,3.0,70000,175000
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,77000,139000
Edge,Jeddah,Ford,Automatic,Other,Semi Full,2011,3.5,260,26000
Acadia,Dammam,GMC,Automatic,Saudi,Semi Full,2011,3.6,253000,20000
Optima,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2015,2.4,68245,45000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.0,260000,53000
6,Riyadh,Mazda,Automatic,Saudi,Standard,2019,2.5,129000,65000
5,Dammam,MG,Automatic,Saudi,Standard,2020,1.5,3500,41000
Patrol,Jeddah,Nissan,Automatic,Saudi,Full,2017,6.0,12000,128000
RX8,Jeddah,MG,Automatic,Saudi,Semi Full,2020,2.0,19000,88000
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,39000,151000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.6,139000,36000
Sierra,Riyadh,GMC,Automatic,Other,Semi Full,2020,5.3,15800,150000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,40000,132000
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,135063,52000
Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,40000,67000
IS,Riyadh,Lexus,Automatic,Saudi,Semi Full,2008,2.0,400000,22000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,177000,75000
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2019,3.6,84000,77000
Victoria,Jeddah,Ford,Automatic,Saudi,Standard,1996,4.6,325,10000
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2015,1.6,72000,170000
301,Tabouk,Peugeot,Automatic,Saudi,Standard,2014,1.6,159,12000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2019,3.5,108000,97000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,1800,265000
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014,9.0,106000,36000
Suburban,Riyadh,GMC,Automatic,Saudi,Semi Full,2005,5.3,400000,25000
Durango,Jeddah,Dodge,Automatic,Saudi,Full,2012,6.0,284000,33000
Elantra,Al-Medina,Hyundai,Automatic,Other,Semi Full,2015,2.0,276000,30000
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2020,2.5,30877,135000
S,Al-Medina,Mercedes,Automatic,Gulf Arabic,Full,2012,3.3,85000,110000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2014,2.7,221000,70000
Tahoe,Jeddah,Chevrolet,Automatic,Other,Full,2003,5.3,488000,13000
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2015,3.5,215515,42000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,108000,55000
CX9,Jeddah,Mazda,Automatic,Saudi,Semi Full,2015,3.7,221000,48000
IS,Dammam,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,89000,128000
EC7,Riyadh,Geely,Manual,Saudi,Full,2014,1.8,161300,12000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,81000,55000
Hilux,Hail,Toyota,Automatic,Other,Full,2016,2.7,208,77000
City,Qassim,Honda,Automatic,Gulf Arabic,Standard,2018,1.5,36000,35000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,147000,29000
Corolla,Tabouk,Toyota,Automatic,Other,Standard,2016,5.8,114,35000
Explorer,Al-Ahsa,Ford,Automatic,Other,Standard,2017,1.4,187000,73500
D-MAX,Dammam,Isuzu,Manual,Saudi,Standard,2014,2.5,288000,42000
Rio,Dammam,Kia,Automatic,Saudi,Semi Full,2017,1.4,12000,26500
Ranger,Dammam,Ford,Manual,Saudi,Semi Full,2015,2.0,219000,45000
E,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2017,2.0,98000,210000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,56000,77000
Silverado,Abha,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,164000,80000
