Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
Senta fe,Jubail,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,3.4,120000,True,0
The 3,Jeddah,BMW,Automatic,Saudi,Full,2011,2.5,74000,False,35000
S,Dammam,Mercedes,Automatic,Saudi,Standard,2016,3.0,60000,False,210000
Hilux,Aseer,Toyota,Manual,Saudi,Full,2015,2.7,276,False,57000
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2003,1.6,230000,False,69000
C,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2015,2.0,99000,False,91500
FJ,Makkah,Toyota,Automatic,Other,Full,2012,4.0,69000,True,0
FJ,Tabouk,Toyota,Automatic,Saudi,Full,2016,4.0,148,False,98000
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,50000,True,0
Hilux,Aseer,Toyota,Manual,Saudi,Full,2018,2.7,48000,False,90000
Rav4,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.4,190000,False,60000
Mohave,Jazan,Kia,Automatic,Saudi,Full,2014,3.6,284,True,0
Marquis,Riyadh,Ford,Automatic,Other,Full,2008,4.6,171000,False,27000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2017,2.4,117059,True,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.4,111,False,22000
Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,146000,False,75000
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Semi Full,2020,5.7,124000,False,250000
Marquis,Hafar Al-Batin,Ford,Automatic,Other,Full,2006,4.6,200000,True,0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,105499,False,25000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2006,4.6,360000,True,0
Senta fe,Qassim,Hyundai,Automatic,Gulf Arabic,Semi Full,2016,3.5,97000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2012,5.3,309,True,0
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2016,3.5,152000,False,70000
A3,Riyadh,Audi,Automatic,Saudi,Semi Full,2016,1.4,70278,False,69500
Aurion,Riyadh,Toyota,Automatic,Saudi,Full,2009,3.5,373000,False,33500
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,94458,False,91500
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,2008,4.6,21000,False,13000
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2013,5.3,300000,False,45000
Furniture,Qassim,Toyota,Automatic,Saudi,Semi Full,2021,2.4,29000,False,145000
Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2020,1.4,16000,False,27000
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2019,3.5,43418,False,115000
Azera,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,3.5,44271,False,95000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,4.6,199,True,0
C,Dammam,Mercedes,Automatic,Saudi,Full,2019,2.0,40000,False,210000
CX5,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2014,2.5,110000,False,41000
Fluence,Riyadh,Renault,Automatic,Saudi,Standard,2015,1.6,121913,False,29000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.4,173544,False,37000
Camry,Makkah,Toyota,Automatic,Saudi,Full,2015,2.5,112506,True,0
Accent,Taef,Hyundai,Automatic,Saudi,Full,2014,1.6,324000,False,20000
S,Riyadh,Mercedes,Automatic,Unknown,Full,2006,3.0,347000,True,0
5,Riyadh,MG,Automatic,Saudi,Full,2020,1.5,23000,False,44000
Patrol,Qassim,Nissan,Automatic,Saudi,Full,2016,4.0,167,True,0
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2021,5.3,4000,False,1000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,3.2,43000,False,236000
Yukon,Arar,GMC,Automatic,Saudi,Standard,2012,5.3,187800,True,0
Datsun,Jazan,Nissan,Manual,Saudi,Full,2015,2.4,147000,False,45000
Camry,Riyadh,Toyota,Manual,Saudi,Standard,2007,2.5,192000,False,20000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,188000,False,53000
Patrol,Riyadh,Nissan,Automatic,Saudi,Standard,2020,4.0,25000,True,0
Furniture,Dammam,Toyota,Automatic,Saudi,Full,2015,4.0,26000,False,52000
The 7,Qassim,BMW,Automatic,Saudi,Semi Full,2015,1.6,122,True,0
LS,Dammam,Lexus,Automatic,Saudi,Full,2003,4.6,200000,True,0
Sierra,Riyadh,GMC,Automatic,Other,Standard,2015,5.3,145000,False,87500
Explorer,Khobar,Ford,Automatic,Saudi,Standard,2005,4.0,300000,False,7000
Datsun,Riyadh,Nissan,Manual,Saudi,Semi Full,2013,1.6,171549,True,0
Marquis,Riyadh,Ford,Automatic,Other,Full,2008,9.0,115,False,17000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2021,4.0,200,True,0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2009,6.3,211000,False,40000
Land Cruiser,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Full,2017,4.6,90000,True,0
Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016,2.7,90000,False,79000
ES,Jeddah,Lexus,Automatic,Other,Full,2016,3.5,48000,True,0
Avanza,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,1.6,41000,False,45000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2019,4.6,52000,False,248000
Koleos,Riyadh,Renault,Automatic,Saudi,Full,2017,2.5,103503,False,64000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.5,81000,False,72000
CLA,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2020,2.0,2000,True,0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2018,2.4,130000,False,80000
Prado,Aseer,Toyota,Automatic,Saudi,Semi Full,2015,4.0,160000,False,105000
Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,3.5,6500,False,140000
Land Cruiser,Tabouk,Toyota,Automatic,Saudi,Full,2016,1.2,17000,True,0
FJ,Najran,Toyota,Automatic,Other,Full,2015,4.0,320,True,0
The 7,Jeddah,BMW,Automatic,Saudi,Full,2004,2.0,240,True,0
Hilux,Riyadh,Toyota,Manual,Unknown,Full,2014,2.7,270000,True,0
Patrol,Riyadh,Nissan,Manual,Saudi,Standard,2003,4.0,228000,True,0
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,146000,False,63000
Charger,Riyadh,Dodge,Automatic,Other,Standard,2014,3.6,240000,True,0
Patrol,Riyadh,Nissan,Automatic,Saudi,Standard,2020,4.7,25000,True,0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2007,4.5,315000,False,63000
Suburban,Riyadh,GMC,Automatic,Gulf Arabic,Standard,2016,5.3,98000,False,140000
Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.7,87000,False,70000
Hilux,Jeddah,Toyota,Automatic,Saudi,Full,2016,2.8,97000,False,91000
Marquis,Riyadh,Ford,Automatic,Other,Semi Full,2011,4.6,300000,False,22000
Hilux,Qassim,Toyota,Manual,Saudi,Semi Full,2015,2.7,328000,False,65000
Suburban,Jazan,Chevrolet,Automatic,Other,Full,2008,5.3,300000,True,0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,106000,False,66000
Senta fe,Dammam,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,149000,False,47000
Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2005,5.3,450000,True,0
Azera,Riyadh,Hyundai,Manual,Saudi,Semi Full,2012,3.0,290000,True,0
Odyssey,Riyadh,Honda,Automatic,Saudi,Semi Full,2016,3.5,185000,False,52000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2010,2.7,260000,False,65000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2016,3.5,137000,False,55000
Corolla,Jeddah,Toyota,Manual,Saudi,Standard,2010,1.5,318800,False,18000
Expedition,Najran,Ford,Automatic,Saudi,Semi Full,2018,5.4,91000,True,0
F150,Dammam,Ford,Automatic,Saudi,Standard,2011,5.0,133000,False,33000
ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2015,3.5,246398,False,85000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2019,4.0,35000,True,0
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,125000,False,245000
Datsun,Aseer,Nissan,Manual,Saudi,Standard,1986,2.4,463,True,0
Senta fe,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2016,3.3,157000,False,69000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,19717,False,41500
ES,Hail,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,161000,False,74000
Tucson,Jeddah,Hyundai,Automatic,Other,Semi Full,2016,2.4,119800,False,57000
ES,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,99000,False,129000
Yaris,Makkah,Toyota,Automatic,Saudi,Standard,2017,1.3,100000,False,27000
Defender,Dammam,Land Rover,Manual,Gulf Arabic,Semi Full,2013,4.0,28000,True,0
Senta fe,Al-Namas,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,126000,False,42000
Sierra,Riyadh,GMC,Automatic,Gulf Arabic,Full,2020,5.3,32000,False,158000
Carnival,Riyadh,Kia,Automatic,Saudi,Full,2008,4.0,270000,True,0
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.0,184000,False,100000
Taurus,Al-Medina,Ford,Automatic,Saudi,Semi Full,2016,3.5,233,True,0
Datsun,Tabouk,Nissan,Manual,Saudi,Full,2015,1.1,215267,False,31000
Land Cruiser,Qassim,Toyota,Automatic,Gulf Arabic,Semi Full,1999,4.5,640000,True,0
Taurus,Riyadh,Ford,Automatic,Unknown,Standard,2015,3.5,175000,True,0
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,97000,False,38500
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.7,220424,False,62000
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,140000,False,55000
Abeka,Taef,Chevrolet,Automatic,Saudi,Full,2008,1.8,260,False,14000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2011,1.0,600000,False,36000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,134007,False,70000
Tahoe,Makkah,Chevrolet,Automatic,Saudi,Semi Full,2007,4.7,176000,True,0
GS,Dammam,MG,Automatic,Saudi,Full,2016,1.5,139000,False,42000
Altima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,2.5,40000,False,59000
H100,Qassim,Hyundai,Automatic,Other,Full,2016,4.0,145000,True,0
Navara,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.5,178754,False,45000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,97300,False,31000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2019,5.7,45000,False,145000
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,4.0,56000,False,150000
LX,Riyadh,Lexus,Automatic,Saudi,Full,2021,5.7,1700,False,498000
X,Dammam,BMW,Automatic,Saudi,Full,2011,5.0,205000,True,0
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2018,2.7,275916,False,67000
Navara,Jeddah,Nissan,Manual,Saudi,Full,2015,2.5,83000,False,45000
IS,Jeddah,Lexus,Automatic,Saudi,Full,2005,3.5,400000,False,50000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,246000,True,0
6,Dammam,Mazda,Automatic,Saudi,Standard,2016,2.5,267000,False,50000
Ciocca,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,5.7,114000,False,89000
Suburban,Aseer,GMC,Automatic,Other,Standard,1994,5.3,3700562,True,0
Furniture,Al-Jouf,Toyota,Automatic,Saudi,Semi Full,2016,2.4,120000,False,92000
Other,Jeddah,Other,Manual,Other,Semi Full,2021,1.2,3000,False,5500
Charger,Najran,Dodge,Automatic,Saudi,Full,2012,3.0,147000,True,0
S,Riyadh,Mercedes,Automatic,Saudi,Full,2016,4.7,95165,True,0
Expedition,Al-Ahsa,Ford,Manual,Saudi,Full,2012,4.8,304,False,38000
Sierra,Khobar,GMC,Automatic,Saudi,Full,2021,5.3,2000,False,190000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,2016,4.0,243038,False,93500
Accord,Jeddah,Honda,Automatic,Gulf Arabic,Full,2005,2.4,300000,False,11000
Rush,Al-Medina,Toyota,Automatic,Saudi,Full,2020,1.5,12000,True,0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,106787,False,48500
Azera,Makkah,Hyundai,Automatic,Saudi,Full,2021,3.5,25000,False,2690
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,130000,False,55000
Grand Marquis,Riyadh,Mercury,Automatic,Other,Full,2007,4.6,570000,False,24000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,75000,False,110000
Rav4,Makkah,Toyota,Automatic,Saudi,Full,2018,1.8,63000,False,90000
Echo Sport,Dammam,Ford,Automatic,Other,Standard,2015,1.5,159000,True,0
Sonata,Aseer,Hyundai,Automatic,Saudi,Full,2016,2.4,230000,False,45000
Accord,Dammam,Honda,Automatic,Gulf Arabic,Full,2019,1.5,81000,False,95000
Furniture,Riyadh,Toyota,Manual,Saudi,Semi Full,2015,4.0,70346,False,80500
6,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.5,36000,True,0
Silverado,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,350000,True,0
The 5,Jeddah,BMW,Automatic,Saudi,Semi Full,2019,2.0,29900,False,150000
Corolla,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,1.6,186000,False,27000
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,5000,False,153000
Previa,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2010,4.0,300,True,0
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,77000,False,28500
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2020,5.3,18000,True,0
Camry,Al-Medina,Toyota,Automatic,Gulf Arabic,Semi Full,2015,2.4,140000,False,45000
CX9,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016,3.0,230000,False,50000
Patrol,Dammam,Nissan,Automatic,Saudi,Semi Full,2016,5.6,50000,False,150000
Marquis,Al-Medina,Ford,Automatic,Other,Semi Full,2004,4.6,200000,True,0
Flying Spur,Dammam,Bentley,Automatic,Saudi,Full,2010,5.0,58000,False,175000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,83000,False,45000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.5,277000,False,48000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,5.7,119000,False,180000
Furniture,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,160000,True,0
Edge,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,3.5,146000,True,0
Prado,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,False,78000
Camry,Taef,Toyota,Automatic,Saudi,Standard,2021,2.5,10000,False,1519
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,250000,False,70000
Senta fe,Aseer,Hyundai,Automatic,Gulf Arabic,Full,2015,3.3,245000,True,0
Camaro,Aseer,Chevrolet,Automatic,Other,Full,2014,3.6,182,True,0
Range Rover,Dammam,Land Rover,Automatic,Other,Full,2019,5.0,3100,True,0
C,Dammam,Mercedes,Automatic,Other,Full,2019,2.0,15000,False,175000
VTC,Besha,Nissan,Manual,Saudi,Semi Full,2016,4.8,136000,True,0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,105558,False,76500
Pilot,Riyadh,Honda,Automatic,Gulf Arabic,Full,2015,3.5,98000,False,75000
L200,Jeddah,Mitsubishi,Manual,Saudi,Standard,2015,2.5,103000,False,30000
Charger,Dammam,Dodge,Automatic,Other,Full,2016,3.6,101000,False,95000
Yaris,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,1.5,42628,False,38500
Sonata,Aseer,Hyundai,Automatic,Saudi,Full,2012,2.4,28000,True,0
Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2014,3.6,209500,False,56000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.6,172600,False,35000
Ranger,Aseer,Ford,Manual,Saudi,Full,2015,3.2,145000,False,65000
FJ,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,1.6,74658,False,135000
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,86500,False,98000
Escalade,Dammam,Cadillac,Automatic,Other,Full,2016,6.2,119000,False,178000
Patrol,Dammam,Nissan,Automatic,Saudi,Full,2005,4.0,340000,False,35000
Caprice,Khobar,Chevrolet,Automatic,Saudi,Semi Full,2012,6.0,100000,True,0
CX5,Jeddah,Mazda,Automatic,Saudi,Full,2020,2.0,26000,False,112000
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,4.0,20406,False,132000
A7,Makkah,Audi,Automatic,Saudi,Full,2017,2.0,127000,False,135000
Altima,Qassim,Nissan,Automatic,Gulf Arabic,Full,2015,2.5,119500,False,47000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2014,6.2,386000,True,0
X-Trail,Riyadh,Nissan,Automatic,Saudi,Standard,2016,2.5,115000,False,50000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,20000,False,130000
Cadenza,Makkah,Kia,Automatic,Gulf Arabic,Full,2011,3.3,334624,False,27500
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2015,3.0,71500,False,265000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,150000,False,65000
Accord,Riyadh,Honda,Automatic,Saudi,Standard,2018,1.5,129000,False,68000
H1,Qassim,Hyundai,Automatic,Saudi,Standard,2016,2.4,125000,True,0
Tahoe,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2020,4.0,9000,True,0
X,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2017,3.0,71000,False,170000
Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,3.5,167,False,51000
S,Qassim,Mercedes,Automatic,Saudi,Full,2018,3.5,53700,False,320000
Hilux,Hail,Toyota,Manual,Saudi,Semi Full,2015,4.0,170000,True,0
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,150000,True,0
Hilux,Al-Medina,Toyota,Manual,Saudi,Standard,2021,2.7,3500,True,0
Armada,Hafar Al-Batin,Nissan,Automatic,Saudi,Full,2007,8.0,250000,True,0
Cadenza,Hafar Al-Batin,Kia,Automatic,Saudi,Full,2018,3.3,120,True,0
F150,Qassim,Ford,Automatic,Gulf Arabic,Full,2018,5.0,59790,False,135000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,35481,False,106500
Yukon,Abha,GMC,Automatic,Other,Standard,2007,5.3,355000,True,0
Charger,Dammam,Dodge,Automatic,Other,Full,2015,5.7,119000,False,105000
Fusion,Dammam,Ford,Automatic,Saudi,Full,2014,2.5,118000,True,0
Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2013,8.0,234000,True,0
Quattroporte,Dammam,Maserati,Automatic,Gulf Arabic,Full,2014,3.8,115000,False,125000
Edge,Jeddah,Ford,Automatic,Saudi,Full,2014,3.6,99000,False,1500
Malibu,Abha,Chevrolet,Automatic,Saudi,Semi Full,2013,2.4,233000,False,20000
Other,Jeddah,Honda,Manual,Saudi,Standard,2011,1.0,4200,False,6500
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,2.7,37000,False,107000
Camry,Dammam,Toyota,Automatic,Saudi,Full,2020,2.5,11800,True,0
Range Rover,Jeddah,Land Rover,Automatic,Gulf Arabic,Full,2016,3.5,122000,False,176000
Yaris,Al-Ahsa,Toyota,Automatic,Saudi,Standard,2019,1.5,36000,False,43000
Bora,Riyadh,Volkswagen,Automatic,Other,Full,2004,1.6,150000,True,0
FJ,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,6.0,50000,False,140000
Hilux,Aseer,Toyota,Manual,Saudi,Full,1995,2.4,300,False,15000
Cerato,Khobar,Kia,Automatic,Saudi,Standard,2016,1.6,62000,False,29750
ES,Dammam,Lexus,Automatic,Other,Full,2017,3.0,69000,False,142000
Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2016,5.7,134000,False,90000
Hilux,Al-Medina,Toyota,Manual,Saudi,Semi Full,2014,2.7,309000,False,45000
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,4.0,155000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,287928,False,58000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,55000,False,60000
Silverado,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,380,True,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.7,236000,False,75000
Compass,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019,2.4,43834,False,66000
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2003,5.3,45000,False,18000
FJ,Makkah,Toyota,Automatic,Saudi,Semi Full,2014,4.0,164,True,0
Dyna,Qassim,Isuzu,Manual,Gulf Arabic,Full,2014,6.0,460000,False,120000
Hilux,Hail,Toyota,Manual,Saudi,Full,2016,4.0,13200,True,0
Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2019,2.4,33000,False,85000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2019,3.5,38000,False,375000
Ranger,Riyadh,Ford,Manual,Saudi,Full,2011,2.5,168000,False,24000
Prestige,Riyadh,Genesis,Automatic,Saudi,Standard,2016,3.8,131000,False,74000
Hilux,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,68700,True,0
Innova,Riyadh,Toyota,Manual,Saudi,Standard,2006,2.5,498000,False,18000
Cadenza,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.5,5000,False,108000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2016,5.7,113000,True,0
Hilux,Wadi Dawasir,Toyota,Automatic,Saudi,Full,2020,2.4,30000,False,147000
Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,47856,False,27500
Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2016,6.0,200000,False,53000
Viano,Al-Medina,Mercedes,Automatic,Saudi,Full,2015,3.5,119000,False,99000
Acadia,Khobar,GMC,Automatic,Other,Standard,2011,3.6,264000,True,0
Other,Khobar,Other,Manual,Other,Semi Full,2019,2.4,1000,True,0
Accord,Jeddah,Honda,Automatic,Other,Full,2010,2.4,205,False,30000
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2018,4.8,58000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2009,5.3,465000,True,0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,200000,True,0
X,Khobar,BMW,Automatic,Saudi,Full,2014,4.4,124000,True,0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,100000,False,115000
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,92000,False,28500
Patrol,Dammam,Nissan,Automatic,Saudi,Full,2020,4.0,56000,False,225000
Prestige,Riyadh,Genesis,Automatic,Saudi,Standard,2016,3.8,165000,False,84000
Cressida,Aseer,Toyota,Manual,Saudi,Semi Full,1986,4.5,480000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,5.3,309000,True,0
Bus Urvan,Dammam,Nissan,Manual,Gulf Arabic,Full,2010,2.7,2012,False,14500
Macan,Dammam,Porsche,Automatic,Saudi,Full,2016,3.0,86000,False,158000
Prado,Khobar,Toyota,Automatic,Saudi,Semi Full,2012,4.0,311236,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,78000,False,63000
Sonata,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2018,2.4,65000,False,64000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,24552,False,76500
Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,154000,False,23000
LX,Riyadh,Lexus,Automatic,Other,Standard,1999,1.0,300,True,0
Suburban,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,192000,False,143000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,126000,False,64000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,18197,False,53000
Azera,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2017,3.0,75000,True,0
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2010,5.3,379538,False,65000
Blazer,Abha,Chevrolet,Automatic,Other,Full,2005,2.0,213000,False,13500
Yaris,Dammam,Toyota,Automatic,Saudi,Full,2020,1.5,2100,False,50000
Innova,Tabouk,Toyota,Automatic,Saudi,Full,2017,2.7,139400,False,58000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,74000,False,75000
Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,174000,False,24000
IS,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,181000,False,60000
Land Cruiser 70,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2016,4.0,100,True,0
Hilux,Makkah,Toyota,Manual,Saudi,Standard,2009,1.5,25788,False,30000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2007,5.3,221000,False,30000
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2009,3.5,320000,False,27000
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,63000,False,80000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,136000,False,58000
Corolla,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,1.6,124000,False,40000
Camry,Jeddah,Toyota,Automatic,Saudi,Full,2020,3.5,13500,True,0
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,19400,False,215000
LX,Hail,Lexus,Automatic,Saudi,Full,2000,5.7,460,False,46000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2006,3.5,300,False,21000
Land Cruiser,Aseer,Toyota,Manual,Saudi,Full,2006,4.6,283,True,0
Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2018,3.5,15000,True,0
Carnival,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.0,168000,True,0
Land Cruiser Pickup,Dammam,Toyota,Manual,Gulf Arabic,Full,2016,4.0,315,False,85000
Sunny,Dammam,Nissan,Automatic,Gulf Arabic,Standard,2018,1.5,59700,True,0
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59073,False,186500
H6,Jeddah,HAVAL,Automatic,Saudi,Full,2021,2.0,45000,True,0
CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.0,14501,False,66000
Rav4,Riyadh,Toyota,Automatic,Other,Full,2018,2.5,61000,False,83000
Land Cruiser Pickup,Riyadh,Nissan,Automatic,Saudi,Full,2016,4.8,44000,False,95000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,91355,False,74500
